long,lat,Distance,Elevation,L-Mean,L-CV,L-Skew,L-Kurtosis,,,,,,,,,,,,,,,,,
74,15.75,0,268,148.8338349,0.203611155,0.208890315,0.179585996,,,,,,,,,,-0.942338196,-1.289834059,-1.230087901,-0.380945012,2.280936953,-0.593945596,-0.475469418,-0.254801149
74.5,15.75,55569.5,736,84.17528389,0.223228961,0.301728316,0.222755792,,,,,,,,,,-0.856996843,-1.289834059,-1.091463769,-0.0102237,-0.087088287,-0.360130027,0.813171571,0.375024061
75,15.75,111139,653,65.42414945,0.219796931,0.290064487,0.276715932,,,,,,,,,,-0.77165549,-1.289834059,-0.952839638,-0.075971283,-0.77382127,-0.401034807,0.651271401,1.162274862
75.5,15.75,157174.2784,568,58.1597877,0.210041849,0.239672278,0.187694265,,,,,,,,,,-0.686314137,-1.289834059,-0.837999654,-0.143303145,-1.039867937,-0.517301124,-0.048199348,-0.136505658
76,15.75,200358.6798,734,58.7788356,0.220729766,0.232269515,0.195612026,,,,,,,,,,-0.600972784,-1.289834059,-0.730271491,-0.011807979,-1.017196209,-0.389916778,-0.150953648,-0.02098958
76.5,15.75,248514.3626,493,63.29958992,0.254160274,0.333962087,0.22712404,,,,,,,,,,-0.515631431,-1.289834059,-0.610141929,-0.202713612,-0.851630168,0.008526007,1.260593511,0.438754562
77,15.75,299250.9119,364,59.54519604,0.213400743,0.333984307,0.281961583,,,,,,,,,,-0.430290078,-1.289834059,-0.483574116,-0.304899615,-0.989129375,-0.477268018,1.260901936,1.238806223
77.5,15.75,283349.9656,377,64.99462102,0.241046428,0.291286968,0.252069067,,,,,,,,,,-0.344948725,-1.289834059,-0.523240747,-0.294601801,-0.789552123,-0.147771867,0.668240089,0.802689728
78,15.75,229118.9125,290,68.04057522,0.251485508,0.38498591,0.350013675,,,,,,,,,,-0.259607372,-1.289834059,-0.658525978,-0.363517942,-0.677998488,-0.023353294,1.968831399,2.231651386
78.5,15.75,175726.1906,252,68.47481054,0.248868343,0.373192621,0.307083828,,,,,,,,,,-0.174266019,-1.289834059,-0.791719901,-0.393619245,-0.662095252,-0.054546074,1.805134255,1.605326909
79,15.75,124257.1813,430,68.16662426,0.235740947,0.194725705,0.1353374,,,,,,,,,,-0.088924666,-1.289834059,-0.920114915,-0.252618404,-0.673382125,-0.211005444,-0.672081763,-0.900365498
79.5,15.75,78587.13921,127,83.83018777,0.228236298,0.208863207,0.177567759,,,,,,,,,,-0.003583313,-1.289834059,-1.034043777,-0.49263669,-0.099726929,-0.30044989,-0.475845692,-0.284246193
80,15.75,55569.5,34,98.09665574,0.246936284,0.209162484,0.093814755,,,,,,,,,,0.08175804,-1.289834059,-1.091463769,-0.566305668,0.422761677,-0.077573393,-0.471691567,-1.506159619
73.5,16.25,0,95,156.8608472,0.144429272,0.179373683,0.19888309,,,,,,,,,,-1.027679549,-1.205554309,-1.230087901,-0.517985155,2.574914585,-1.299307126,-0.885176019,0.026733568
74,16.25,55569.5,731,98.36913341,0.2042016,0.140937089,0.14089445,,,,,,,,,,-0.942338196,-1.205554309,-1.091463769,-0.014184398,0.432740775,-0.586908355,-1.418696453,-0.819290985
74.5,16.25,78587.13921,643,68.21700113,0.224904345,0.157111154,0.121285162,,,,,,,,,,-0.856996843,-1.205554309,-1.034043777,-0.083892679,-0.671537146,-0.340161899,-1.1941918,-1.105380452
75,16.25,124257.1813,551,50.639397,0.208194137,0.256936421,0.18242128,,,,,,,,,,-0.77165549,-1.205554309,-0.920114915,-0.156769518,-1.315291291,-0.53932315,0.191436169,-0.213435808
75.5,16.25,175726.1906,539,63.02424234,0.214613292,0.247414276,0.205235092,,,,,,,,,,-0.686314137,-1.205554309,-0.791719901,-0.166275192,-0.861714372,-0.462816206,0.059263715,0.119406023
76,16.25,229118.9125,529,61.33444859,0.202222808,0.180786996,0.148389145,,,,,,,,,,-0.600972784,-1.205554309,-0.658525978,-0.174196588,-0.923600606,-0.610492663,-0.865558481,-0.709947224
76.5,16.25,277847.5,454,63.92670779,0.226990312,0.252545596,0.184188629,,,,,,,,,,-0.515631431,-1.205554309,-0.536967243,-0.233607055,-0.828662889,-0.315300221,0.130489175,-0.187651091
77,16.25,324023.07,444,64.74957874,0.225150463,0.271389563,0.259987671,,,,,,,,,,-0.430290078,-1.205554309,-0.421777286,-0.24152845,-0.79852644,-0.337228532,0.392053491,0.918218104
77.5,16.25,299250.9119,375,61.20819248,0.227133737,0.340906591,0.277775581,,,,,,,,,,-0.344948725,-1.205554309,-0.483574116,-0.29618608,-0.928224552,-0.313590805,1.356986932,1.177734599
78,16.25,248514.3626,331,64.93838413,0.278913712,0.35136649,0.218161145,,,,,,,,,,-0.259607372,-1.205554309,-0.610141929,-0.33104022,-0.791611717,0.303550802,1.502175911,0.307990515
78.5,16.25,200358.6798,480,67.81609853,0.283735445,0.295206417,0.178864668,,,,,,,,,,-0.174266019,-1.205554309,-0.730271491,-0.213011426,-0.686219619,0.361018811,0.722644133,-0.265324955
79,16.25,157174.2784,391,63.8068251,0.22942482,0.22500715,0.178454962,,,,,,,,,,-0.088924666,-1.205554309,-0.837999654,-0.283511847,-0.833053418,-0.286284445,-0.251759149,-0.271302355
79.5,16.25,124257.1813,257,70.92281527,0.249283145,0.224252676,0.156242913,,,,,,,,,,-0.003583313,-1.205554309,-0.920114915,-0.389658547,-0.572440645,-0.049602241,-0.262231651,-0.595364772
80,16.25,78587.13921,90,76.88480136,0.264797583,0.300601107,0.201547274,,,,,,,,,,0.08175804,-1.205554309,-1.034043777,-0.521945853,-0.354091589,0.13530718,0.797525308,0.065602648
80.5,16.25,55569.5,17,91.04799801,0.227770641,0.225129943,0.160919732,,,,,,,,,,0.167099393,-1.205554309,-1.091463769,-0.579772041,0.164614856,-0.30599984,-0.250054717,-0.527132379
81,16.25,0,8,109.0040724,0.242902313,0.269635193,0.185837663,,,,,,,,,,0.252440746,-1.205554309,-1.230087901,-0.586901297,0.822229923,-0.125652431,0.3677019,-0.16359253
73.5,16.75,0,255,165.2160655,0.135440318,0.138000595,0.181103186,,,,,,,,,,-1.027679549,-1.121274558,-1.230087901,-0.391242826,2.880912284,-1.406442317,-1.459456556,-0.232666124
74,16.75,55569.5,567,85.17679224,0.210649222,0.21461961,0.172407122,,,,,,,,,,-0.942338196,-1.121274558,-1.091463769,-0.144095285,-0.050409502,-0.510062126,-0.395943747,-0.359537243
74.5,16.75,111139,581,62.71564467,0.208063285,0.227863475,0.167387923,,,,,,,,,,-0.856996843,-1.121274558,-0.952839638,-0.133005331,-0.873016312,-0.540882715,-0.212111834,-0.432764785
75,16.75,157174.2784,542,61.07442456,0.215232481,0.157303017,0.109196628,,,,,,,,,,-0.77165549,-1.121274558,-0.837999654,-0.163898774,-0.933123608,-0.455436379,-1.19152864,-1.281745971
75.5,16.75,200358.6798,626,65.53453797,0.206794131,0.208786161,0.216851293,,,,,,,,,,-0.686314137,-1.121274558,-0.730271491,-0.097359051,-0.769778451,-0.556009175,-0.476915131,0.288880445
76,16.75,248514.3626,558,60.53215754,0.230818749,0.289484157,0.212084447,,,,,,,,,,-0.600972784,-1.121274558,-0.610141929,-0.151224541,-0.952983347,-0.269670849,0.643216111,0.219334604
76.5,16.75,299250.9119,479,53.90087944,0.203763094,0.22068272,0.199397634,,,,,,,,,,-0.515631431,-1.121274558,-0.483574116,-0.213803566,-1.195844248,-0.592134705,-0.311784545,0.034240501
77,16.75,351452.3811,385,65.74920386,0.248138901,0.366830093,0.234371279,,,,,,,,,,-0.430290078,-1.121274558,-0.353351901,-0.288264684,-0.761916626,-0.063239957,1.716818971,0.544488066
77.5,16.75,324023.07,441,58.96418143,0.192020881,0.114614347,0.125465197,,,,,,,,,,-0.344948725,-1.121274558,-0.421777286,-0.243904869,-1.010408188,-0.732084719,-1.784070156,-1.044395883
78,16.75,277847.5,508,72.29902676,0.211358655,0.200614905,0.14102103,,,,,,,,,,-0.259607372,-1.121274558,-0.536967243,-0.190831519,-0.522038903,-0.501606722,-0.590336525,-0.817444248
78.5,16.75,235761.411,547,62.53799552,0.240724306,0.227172993,0.14198598,,,,,,,,,,-0.174266019,-1.121274558,-0.641955547,-0.159938076,-0.879522453,-0.15161109,-0.221696093,-0.803366122
79,16.75,200358.6798,271,67.73437084,0.246408954,0.267712167,0.177929106,,,,,,,,,,-0.088924666,-1.121274558,-0.730271491,-0.378568593,-0.689212777,-0.083858396,0.341009273,-0.278974325
79.5,16.75,157174.2784,118,68.41425428,0.213826143,0.314146256,0.285825983,,,,,,,,,,-0.003583313,-1.121274558,-0.837999654,-0.499765946,-0.664313036,-0.472197872,0.985539204,1.29518584
80,16.75,124257.1813,74,82.64123286,0.215427184,0.29850411,0.229231453,,,,,,,,,,0.08175804,-1.121274558,-0.920114915,-0.534620086,-0.143270671,-0.453115804,0.768417871,0.469500638
80.5,16.75,78587.13921,197,87.89616475,0.268646361,0.330914629,0.205907724,,,,,,,,,,0.167099393,-1.121274558,-1.034043777,-0.437186921,0.049183554,0.181178988,1.218293168,0.129219379
81,16.75,55569.5,52,84.97361876,0.224020496,0.251925321,0.160246438,,,,,,,,,,0.252440746,-1.121274558,-1.091463769,-0.552047156,-0.057850435,-0.350696087,0.121879427,-0.536955393
81.5,16.75,55569.5,10,105.9883845,0.218747725,0.270508022,0.192680346,,,,,,,,,,0.337782099,-1.121274558,-1.091463769,-0.585317018,0.711784747,-0.413539809,0.379817232,-0.06376129
82,16.75,55569.5,5,115.5906343,0.270526274,0.273121281,0.190792885,,,,,,,,,,0.423123452,-1.121274558,-1.091463769,-0.589277715,1.063453158,0.203584802,0.416090661,-0.091298379
73.5,17.25,0,243,134.3010113,0.147398662,0.113517006,0.167089938,,,,,,,,,,-1.027679549,-1.036994807,-1.230087901,-0.400748501,1.748693459,-1.263916338,-1.799301835,-0.437112234
74,17.25,55569.5,612,70.48516155,0.20214459,0.173089202,0.166181819,,,,,,,,,,-0.942338196,-1.036994807,-1.091463769,-0.108449005,-0.588469074,-0.611424907,-0.972407969,-0.450361225
74.5,17.25,111139,653,56.94416548,0.215090812,0.241704189,0.191777752,,,,,,,,,,-0.856996843,-1.036994807,-0.952839638,-0.075971283,-1.08438833,-0.457124866,-0.019995339,-0.076929674
75,17.25,166708.5,571,55.65760847,0.195195421,0.19736191,0.135190455,,,,,,,,,,-0.77165549,-1.036994807,-0.814215506,-0.140926727,-1.131506606,-0.694248843,-0.635489831,-0.90250935
75.5,17.25,222278,517,53.35668705,0.187601116,0.175440937,0.183323311,,,,,,,,,,-0.686314137,-1.036994807,-0.675591374,-0.183702263,-1.215774501,-0.784761856,-0.939764632,-0.200275637
76,17.25,277847.5,457,54.94326814,0.208396578,0.193099637,0.22007435,,,,,,,,,,-0.600972784,-1.036994807,-0.536967243,-0.231230636,-1.15766828,-0.536910349,-0.694652454,0.335903196
76.5,17.25,324023.07,416,63.31437828,0.199754313,0.208998819,0.203399534,,,,,,,,,,-0.515631431,-1.036994807,-0.421777286,-0.263708358,-0.851088566,-0.639913514,-0.473963325,0.092626172
77,17.25,372771.5307,442,65.2318042,0.178187278,0.197803991,0.154557408,,,,,,,,,,-0.430290078,-1.036994807,-0.300168975,-0.243112729,-0.780865635,-0.896961044,-0.629353511,-0.619955427
77.5,17.25,355818.4176,438,68.7455675,0.212727664,0.244911939,0.227000351,,,,,,,,,,-0.344948725,-1.036994807,-0.342460351,-0.246281288,-0.652179172,-0.485290136,0.024529943,0.436950003
78,17.25,314348.5568,652,65.58666544,0.203292529,0.190111064,0.164658793,,,,,,,,,,-0.259607372,-1.036994807,-0.445911407,-0.076763423,-0.767869359,-0.597743152,-0.736135442,-0.472581394
78.5,17.25,277847.5,590,72.06152591,0.247257486,0.273945336,0.193972566,,,,,,,,,,-0.174266019,-1.036994807,-0.536967243,-0.125876075,-0.530737026,-0.073745135,0.427528984,-0.044908462
79,17.25,235761.411,340,74.84625055,0.224618066,0.199679789,0.127943347,,,,,,,,,,-0.088924666,-1.036994807,-0.641955547,-0.323910964,-0.428750543,-0.343573926,-0.603316434,-1.008240944
79.5,17.25,200358.6798,194,72.85546515,0.221987466,0.244917963,0.173399036,,,,,,,,,,-0.003583313,-1.036994807,-0.730271491,-0.439563339,-0.501660158,-0.374926832,0.024613559,-0.345065726
80,17.25,157174.2784,155,86.55518829,0.247984729,0.354821868,0.254984278,,,,,,,,,,0.08175804,-1.036994807,-0.837999654,-0.470456782,7.22E-05,-0.065077462,1.550138401,0.845221163
80.5,17.25,124257.1813,117,81.50412864,0.216277315,0.26895811,0.178593285,,,,,,,,,,0.167099393,-1.036994807,-0.920114915,-0.500558085,-0.184915457,-0.442983485,0.358303626,-0.269284294
81,17.25,111139,199,85.69017529,0.243706963,0.361586618,0.271878533,,,,,,,,,,0.252440746,-1.036994807,-0.952839638,-0.435602641,-0.031607596,-0.116062179,1.644036741,1.091699689
81.5,17.25,111139,137,87.18414305,0.230613998,0.318218428,0.20284809,,,,,,,,,,0.337782099,-1.036994807,-0.952839638,-0.484715294,0.023106797,-0.272111182,1.042063124,0.084580887
82,17.25,55569.5,128,101.3638105,0.274442758,0.304043537,0.186552712,,,,,,,,,,0.423123452,-1.036994807,-1.091463769,-0.49184455,0.542416461,0.250263566,0.845308073,-0.153160331
82.5,17.25,0,7,91.03546383,0.250892222,0.309702362,0.205931697,,,,,,,,,,0.508464805,-1.036994807,-1.230087901,-0.587693436,0.16415581,-0.030424395,0.923855584,0.129569133
73.5,17.75,0,298,189.6801685,0.132740727,0.136825824,0.180437007,,,,,,,,,,-1.027679549,-0.952715057,-1.230087901,-0.357180825,3.776874418,-1.438617495,-1.475763004,-0.242385334
74,17.75,55569.5,710,69.41157582,0.210115379,0.228543603,0.195001028,,,,,,,,,,-0.942338196,-0.952715057,-1.091463769,-0.030819328,-0.627787588,-0.516424754,-0.202671295,-0.029903728
74.5,17.75,111139,762,55.92917983,0.234277883,0.197965371,0.139667583,,,,,,,,,,-0.856996843,-0.952715057,-0.952839638,0.010371929,-1.121560701,-0.228443028,-0.62711347,-0.837190346
75,17.75,166708.5,509,54.98213482,0.230320536,0.206182261,0.171524336,,,,,,,,,,-0.77165549,-0.952715057,-0.814215506,-0.190039379,-1.156244844,-0.27560882,-0.513058653,-0.372416639
75.5,17.75,222278,481,64.21939151,0.199903616,0.162421658,0.171168044,,,,,,,,,,-0.686314137,-0.952715057,-0.675591374,-0.212219287,-0.817943775,-0.638134041,-1.120479171,-0.377614756
76,17.75,277847.5,490,60.47766935,0.179733537,0.119757894,0.11637359,,,,,,,,,,-0.600972784,-0.952715057,-0.536967243,-0.205090031,-0.954978898,-0.878531897,-1.71267498,-1.177037772
76.5,17.75,333417,569,63.88745456,0.208662839,0.188826186,0.129806809,,,,,,,,,,-0.515631431,-0.952715057,-0.398343111,-0.142511006,-0.830100482,-0.533736907,-0.753970234,-0.981053988
77,17.75,388986.5,622,67.81375025,0.206141639,0.194550075,0.164351263,,,,,,,,,,-0.430290078,-0.952715057,-0.25971898,-0.100527609,-0.686305622,-0.563785926,-0.674519601,-0.477068099
77.5,17.75,392935.7027,644,78.60669408,0.227377681,0.231721695,0.114529726,,,,,,,,,,-0.344948725,-0.952715057,-0.249867266,-0.083100539,-0.291029777,-0.310683349,-0.158557682,-1.203938803
78,17.75,355818.4176,515,74.14128792,0.223795233,0.257837325,0.223018257,,,,,,,,,,-0.259607372,-0.952715057,-0.342460351,-0.185286542,-0.454568772,-0.353380892,0.203941197,0.378853291
78.5,17.75,314348.5568,584,66.25292305,0.241194267,0.263439761,0.219218122,,,,,,,,,,-0.174266019,-0.952715057,-0.445911407,-0.130628912,-0.743468644,-0.146009842,0.281705998,0.323411268
79,17.75,277847.5,432,71.08151997,0.245719122,0.24268589,0.133094445,,,,,,,,,,-0.088924666,-0.952715057,-0.536967243,-0.251034125,-0.566628316,-0.092080185,-0.006368805,-0.933089063
79.5,17.75,235761.411,276,79.02604648,0.231908252,0.307148695,0.232455889,,,,,,,,,,-0.003583313,-0.952715057,-0.641955547,-0.374607896,-0.275671606,-0.256685566,0.888409323,0.516543507
80,17.75,200358.6798,209,77.64370897,0.211800164,0.221675719,0.143765317,,,,,,,,,,0.08175804,-0.952715057,-0.730271491,-0.427681246,-0.326297703,-0.49634458,-0.298001189,-0.777406506
80.5,17.75,175726.1906,168,94.19134237,0.254855414,0.347501616,0.25047286,,,,,,,,,,0.167099393,-0.952715057,-0.791719901,-0.460158968,0.279735264,0.01681106,1.448529398,0.779401885
81,17.75,166708.5,90,96.55136806,0.273834794,0.367595129,0.280648773,,,,,,,,,,0.252440746,-0.952715057,-0.814215506,-0.521945853,0.366167767,0.243017524,1.727438079,1.219652998
81.5,17.75,124257.1813,98,80.951326,0.234423925,0.373309124,0.295456024,,,,,,,,,,0.337782099,-0.952715057,-0.920114915,-0.515608737,-0.205161048,-0.226702421,1.806751379,1.435683205
82,17.75,78587.13921,411,85.80597599,0.261538935,0.341359726,0.232432861,,,,,,,,,,0.423123452,-0.952715057,-1.034043777,-0.267669056,-0.027366564,0.09646886,1.363276687,0.516207541
82.5,17.75,55569.5,565,92.84077862,0.270358486,0.298358285,0.195293572,,,,,,,,,,0.508464805,-0.952715057,-1.091463769,-0.145679564,0.230272834,0.201585015,0.766393742,-0.025635661
83,17.75,0,62,115.3560605,0.25554514,0.332773779,0.245087684,,,,,,,,,,0.593806158,-0.952715057,-1.230087901,-0.544125761,1.054862234,0.025031585,1.244099162,0.700834926
73.5,18.25,55569.5,634,179.6655916,0.182116531,0.177017498,0.183989421,,,,,,,,,,-1.027679549,-0.868435306,-1.091463769,-0.091021935,3.410105128,-0.850130092,-0.917881124,-0.190557434
74,18.25,78587.13921,810,63.38513208,0.269556721,0.285663623,0.229852644,,,,,,,,,,-0.942338196,-0.868435306,-1.034043777,0.048394627,-0.848497311,0.192029148,0.59018506,0.478563496
74.5,18.25,124257.1813,590,60.76128064,0.258327416,0.254028411,0.197016239,,,,,,,,,,-0.856996843,-0.868435306,-0.920114915,-0.125876075,-0.944592048,0.058192248,0.151071438,-0.000502832
75,18.25,175726.1906,493,67.09707129,0.215277788,0.145843663,0.149613497,,,,,,,,,,-0.77165549,-0.868435306,-0.791719901,-0.202713612,-0.712552945,-0.454896385,-1.350590587,-0.692084556
75.5,18.25,229118.9125,503,70.54014582,0.213559211,0.122652167,0.135259761,,,,,,,,,,-0.686314137,-0.868435306,-0.658525978,-0.194792216,-0.586455356,-0.475379311,-1.672500926,-0.901498211
76,18.25,283349.9656,702,71.81361334,0.20853178,0.249073633,0.171071414,,,,,,,,,,-0.600972784,-0.868435306,-0.523240747,-0.037156445,-0.539816463,-0.535298939,0.082296476,-0.379024539
76.5,18.25,338016.0829,638,66.09662824,0.204923018,0.203982716,0.152944476,,,,,,,,,,-0.515631431,-0.868435306,-0.386870201,-0.087853376,-0.749192714,-0.578310107,-0.543589511,-0.643487278
77,18.25,392935.7027,641,76.80186749,0.217645938,0.182022533,0.150946636,,,,,,,,,,-0.430290078,-0.868435306,-0.249867266,-0.085476958,-0.357128921,-0.426671499,-0.848408568,-0.672634741
77.5,18.25,434011.6766,502,79.83524825,0.22457383,0.245763371,0.149885981,,,,,,,,,,-0.344948725,-0.868435306,-0.147398804,-0.195584356,-0.24603577,-0.344101154,0.036348273,-0.688109154
78,18.25,392935.7027,432,82.64837323,0.243506162,0.244628103,0.15668078,,,,,,,,,,-0.259607372,-0.868435306,-0.249867266,-0.251034125,-0.143009165,-0.118455433,0.020590148,-0.588976517
78.5,18.25,355818.4176,491,68.51654949,0.233501999,0.292907899,0.214074206,,,,,,,,,,-0.174266019,-0.868435306,-0.342460351,-0.204297891,-0.660566623,-0.237690431,0.690739476,0.248364168
79,18.25,314348.5568,347,77.98574124,0.229762623,0.249882381,0.177644169,,,,,,,,,,-0.088924666,-0.868435306,-0.445911407,-0.318365987,-0.31377127,-0.282258327,0.09352233,-0.28313141
79.5,18.25,277847.5,229,86.31767331,0.239273136,0.246702355,0.175317124,,,,,,,,,,-0.003583313,-0.868435306,-0.536967243,-0.411838455,-0.008626395,-0.168906915,0.049381872,-0.317081805
80,18.25,248514.3626,215,90.25299681,0.241756163,0.357426732,0.241078796,,,,,,,,,,0.08175804,-0.868435306,-0.610141929,-0.422928409,0.135499095,-0.139312863,1.586295303,0.642347303
80.5,18.25,229118.9125,86,114.9247647,0.254493229,0.299361815,0.151828443,,,,,,,,,,0.167099393,-0.868435306,-0.658525978,-0.525114411,1.039066654,0.012494344,0.780323274,-0.659769628
81,18.25,200358.6798,131,99.41382377,0.248095075,0.272944526,0.138414219,,,,,,,,,,0.252440746,-0.868435306,-0.730271491,-0.489468131,0.471001038,-0.063762299,0.413637207,-0.855476285
81.5,18.25,157174.2784,172,91.4826026,0.209878611,0.16735476,0.11017863,,,,,,,,,,0.337782099,-0.868435306,-0.837999654,-0.45699041,0.180531616,-0.519246682,-1.052005084,-1.267419065
82,18.25,124257.1813,267,82.6635597,0.264227167,0.337158181,0.233878344,,,,,,,,,,0.423123452,-0.868435306,-0.920114915,-0.381737152,-0.142452983,0.128508655,1.304957001,0.537296397
82.5,18.25,78587.13921,995,95.80539465,0.263818739,0.359775971,0.259134153,,,,,,,,,,0.508464805,-0.868435306,-1.034043777,0.194940445,0.338847578,0.123640791,1.618903994,0.905765713
83,18.25,55569.5,1009,90.48309169,0.280219351,0.348211765,0.230444267,,,,,,,,,,0.593806158,-0.868435306,-1.091463769,0.206030399,0.143925985,0.31911211,1.458386645,0.487194973
83.5,18.25,0,75,95.85547477,0.245434503,0.235081574,0.127158075,,,,,,,,,,0.679147511,-0.868435306,-1.230087901,-0.533827946,0.340681689,-0.095472427,-0.111920769,-1.01969766
84,18.25,0,2,107.2160455,0.124181004,1.178572419,-0.588986582,,,,,,,,,,0.764488864,-0.868435306,-1.230087901,-0.591654134,0.756746043,-1.54063688,12.98423557,-11.46788136
73,18.75,0,,191.3759816,0.135633792,0.124994754,0.138724749,,,,,,,,,,-1.113020902,-0.784155555,-1.230087901,-0.593238413,3.838981103,-1.40413639,-1.639984569,-0.850945811
73.5,18.75,55569.5,614,157.4445459,0.24595817,0.113124011,0.104004095,,,,,,,,,,-1.027679549,-0.784155555,-1.091463769,-0.106864726,2.5962917,-0.089231082,-1.804756815,-1.357502367
74,18.75,111139,596,56.27863189,0.251767402,0.337444973,0.28073411,,,,,,,,,,-0.942338196,-0.784155555,-0.952839638,-0.121123238,-1.108762528,-0.019993529,1.308937827,1.220898021
74.5,18.75,157174.2784,594,62.43302554,0.235532296,0.304719926,0.264570669,,,,,,,,,,-0.856996843,-0.784155555,-0.837999654,-0.122707517,-0.883366826,-0.213492259,0.854696714,0.985081697
75,18.75,200358.6798,576,69.83387761,0.233110386,0.172104855,0.164772665,,,,,,,,,,-0.77165549,-0.784155555,-0.730271491,-0.136966029,-0.6123214,-0.242357886,-0.98607123,-0.47092006
75.5,18.75,248514.3626,724,65.28179333,0.220591619,0.272215061,0.204089976,,,,,,,,,,-0.686314137,-0.784155555,-0.610141929,-0.019729375,-0.779034856,-0.391563288,0.403511844,0.102699367
76,18.75,299250.9119,708,65.87109186,0.208970509,0.285614544,0.221329064,,,,,,,,,,-0.600972784,-0.784155555,-0.483574116,-0.032403607,-0.757452655,-0.530069931,0.589503818,0.35420883
76.5,18.75,351452.3811,663,74.20264475,0.250124031,0.368490074,0.30044652,,,,,,,,,,-0.515631431,-0.784155555,-0.353351901,-0.068049887,-0.452321668,-0.039580109,1.739860393,1.508491985
77,18.75,404552.0661,489,79.38987081,0.226567801,0.313742279,0.229027425,,,,,,,,,,-0.430290078,-0.784155555,-0.220888991,-0.20588217,-0.26234707,-0.320335935,0.979931787,0.466523974
77.5,18.75,458237.8251,365,83.88785969,0.252790432,0.314296268,0.233254195,,,,,,,,,,-0.344948725,-0.784155555,-0.086964055,-0.304107475,-0.097614779,-0.007800507,0.98762145,0.528190383
78,18.75,434011.6766,414,99.22991408,0.241682719,0.254690227,0.186847586,,,,,,,,,,-0.259607372,-0.784155555,-0.147398804,-0.265292637,0.464265613,-0.140188208,0.160257797,-0.14885827
78.5,18.75,392935.7027,366,81.10667019,0.247713065,0.328692591,0.212910843,,,,,,,,,,-0.174266019,-0.784155555,-0.249867266,-0.303315336,-0.199471793,-0.068315299,1.187450095,0.231391298
79,18.75,355818.4176,339,82.37596063,0.230214711,0.306767099,0.211411767,,,,,,,,,,-0.088924666,-0.784155555,-0.342460351,-0.324703104,-0.15298588,-0.276870099,0.883112567,0.209520547
