Longitude,Latitude,Elevation (m),Distance (m),L-CV,L-Skew,L-kurtosis,,,,,,,,,,,Longitude,Latitude,Elevation (m),Distance (m),L-CV,L-Skew,L-kurtosis
78.5,28,183,884323.6183,0.234894365,0.182642393,0.155335895,,,,,,,,,,,-0.155913655,0.764918455,-0.442137351,0.966469299,-0.228875761,-0.90588209,-0.643810015
78.75,28,167,904605.8901,0.219546701,0.173787562,0.14107053,,,,,,,,,,,-0.112995983,0.764918455,-0.454943662,1.017149661,-0.413499654,-1.039068013,-0.871503644
79,28,171,925278.0476,0.22315599,0.167946941,0.109436278,,,,,,,,,,,-0.07007831,0.764918455,-0.451742084,1.06880425,-0.370081908,-1.126917065,-1.376427117
79.25,28,165,946314.4942,0.297487264,0.329294768,0.294531628,,,,,,,,,,,-0.027160637,0.764918455,-0.456544451,1.121369108,0.524082128,1.299923079,1.577933456
79.5,28,154,967691.382,0.234103434,0.178011789,0.141312592,,,,,,,,,,,0.015757035,0.764918455,-0.46534879,1.174784643,-0.238390223,-0.975531219,-0.867640022
79.75,28,156,989386.771,0.205395633,0.232685221,0.168605806,,,,,,,,,,,0.058674708,0.764918455,-0.463748001,1.228996034,-0.583729161,-0.153185595,-0.432005117
80,28,161,1011380.205,0.224292574,0.198900876,0.173361257,,,,,,,,,,,0.101592381,0.764918455,-0.459746029,1.283952166,-0.356409432,-0.661337494,-0.356101984
80.25,28,149,1021632.869,0.220874937,0.186608777,0.177682871,,,,,,,,,,,0.144510053,0.764918455,-0.469350762,1.309571028,-0.397521711,-0.846223524,-0.287123449
80.5,28,157,1002178.648,0.23964672,0.237041237,0.133211623,,,,,,,,,,,0.187427726,0.764918455,-0.462947607,1.260959759,-0.171707564,-0.087666556,-0.996941939
80.75,28,141,982339.2567,0.243912081,0.270819969,0.182698536,,,,,,,,,,,0.230345399,0.764918455,-0.475753918,1.211386046,-0.120397635,0.420400917,-0.207066965
81,28,134,962892.8782,0.22350109,0.237240197,0.213080461,,,,,,,,,,,0.273263071,0.764918455,-0.481356679,1.162794373,-0.365930546,-0.08467399,0.277867753
81.25,28,130,943863.996,0.208827045,0.161222677,0.162386002,,,,,,,,,,,0.316180744,0.764918455,-0.484558257,1.115245921,-0.542451176,-1.228057031,-0.531281213
81.5,28,140,925278.0476,0.229590758,0.230718373,0.225878548,,,,,,,,,,,0.359098417,0.764918455,-0.476554312,1.06880425,-0.292675215,-0.182769047,0.482141732
88.25,28,5892,611895.6199,0.225704738,0.197757987,0.218910395,,,,,,,,,,,1.517875578,0.764918455,4.127314623,0.285739364,-0.339421882,-0.67852774,0.37092102
88.5,28,5300,611264.5,0.232383103,0.220226696,0.232416498,,,,,,,,,,,1.560793251,0.764918455,3.653481103,0.284162352,-0.259084852,-0.340574847,0.586495848
88.75,28,5099,611895.6199,0.243277824,0.239738615,0.221175519,,,,,,,,,,,1.603710923,0.764918455,3.492601816,0.285739364,-0.128027395,-0.047095169,0.407075322
92.5,28,5665,748127.2665,0.238016158,0.194077893,0.320024562,,,,,,,,,,,2.247476013,0.764918455,3.945625081,0.626148428,-0.191322321,-0.733880205,1.984833571
92.75,28,4710,762943.1359,0.200280716,0.276956762,0.219315701,,,,,,,,,,,2.290393686,0.764918455,3.181248371,0.663169607,-0.645258778,0.512704705,0.377390227
93,28,2991,778468.9821,0.170393169,0.099577407,0.17727623,,,,,,,,,,,2.333311359,0.764918455,1.805370294,0.701964842,-1.004789406,-2.155266394,-0.293613964
93.25,28,2284,794663.2568,0.182877204,0.112921667,0.228242627,,,,,,,,,,,2.376229031,0.764918455,1.23949141,0.742430314,-0.854613383,-1.954554761,0.519875482
93.5,28,598,811485.9487,0.184081633,0.2245798,0.270355411,,,,,,,,,,,2.419146704,0.764918455,-0.10997365,0.784466045,-0.84012477,-0.275099608,1.192049844
93.75,28,594,828898.7952,0.173590028,0.224871064,0.243698313,,,,,,,,,,,2.462064377,0.764918455,-0.113175227,0.827976425,-0.966332964,-0.270718692,0.76656817
94,28,1788,846865.3355,0.152588611,0.177382704,0.20281645,,,,,,,,,,,2.504982049,0.764918455,0.842495758,0.872870349,-1.218968373,-0.984993316,0.114040896
94.25,28,312,865351.1229,0.158808358,0.22524844,0.179028318,,,,,,,,,,,2.547899722,0.764918455,-0.338886465,0.919061743,-1.144148263,-0.265042562,-0.265648379
94.5,28,784,884323.6183,0.177009092,0.235380081,0.174827321,,,,,,,,,,,2.590817395,0.764918455,0.03889972,0.966469299,-0.925203519,-0.112652081,-0.332701711
94.75,28,800,903752.1373,0.247660851,0.286201103,0.139233965,,,,,,,,,,,2.633735067,0.764918455,0.051706031,1.015016344,-0.075302009,0.651749267,-0.900817591
95,28,744,923607.8508,0.27068747,0.229829298,0.112223433,,,,,,,,,,,2.67665274,0.764918455,0.006883942,1.064630843,0.201695457,-0.196141665,-1.331940527
95.25,28,204,943863.996,0.217763424,0.242194704,0.15720285,,,,,,,,,,,2.719570412,0.764918455,-0.425329067,1.115245921,-0.434951489,-0.01015302,-0.614011005
95.5,28,149,964495.0292,0.229548766,0.214235117,0.096270035,,,,,,,,,,,2.762488085,0.764918455,-0.469350762,1.166797751,-0.293180355,-0.430694464,-1.58657734
95.75,28,162,985477.7387,0.259773374,0.222627629,0.076782663,,,,,,,,,,,2.805405758,0.764918455,-0.458945634,1.219228333,0.07040493,-0.304462302,-1.897620938
96,28,245,1006789.866,0.25350907,0.235801573,0.11243004,,,,,,,,,,,2.84832343,0.764918455,-0.392512894,1.272482048,-0.004951175,-0.1063124,-1.328642813
96.25,28,687,1028411.168,0.308751854,0.192922398,0.236761604,,,,,,,,,,,2.891241103,0.764918455,-0.038738543,1.326508314,0.659588904,-0.751260058,0.655849345
96.5,28,2079,1050322.353,0.367915601,0.138495372,0.264082808,,,,,,,,,,,2.934158776,0.764918455,1.075410546,1.381258926,1.371295995,-1.569899479,1.091931008
96.75,28,1457,1072505.722,0.665166009,0.2946197,0.116981409,,,,,,,,,,,2.977076448,0.764918455,0.577565192,1.436689658,4.947053683,0.778373774,-1.255997092
97,28,2398,1094944.74,0.681469105,0.310066852,0.113224109,,,,,,,,,,,3.019994121,0.764918455,1.330736379,1.492759193,5.143170894,1.010715103,-1.315968447
72,28.25,119,580162.6211,0.351334137,0.392064239,0.301410201,,,,,,,,,,,-1.271773144,0.807059959,-0.493362596,0.206446478,1.171830171,2.244041601,1.687724355
72.25,28.25,126,588748.3213,0.319213392,0.352115578,0.283073427,,,,,,,,,,,-1.228855472,0.807059959,-0.487759835,0.227900011,0.785435409,1.64317194,1.395045786
72.5,28.25,151,598501.8238,0.282188131,0.316485443,0.278306737,,,,,,,,,,,-1.185937799,0.807059959,-0.467749973,0.252271592,0.340042036,1.107257428,1.318963264
72.75,28.25,169,609367.1657,0.268105373,0.30800279,0.295113277,,,,,,,,,,,-1.143020126,0.807059959,-0.453342873,0.279421384,0.170634261,0.979669451,1.587217325
73,28.25,185,621285.8933,0.277724233,0.265814687,0.219924571,,,,,,,,,,,-1.100102454,0.807059959,-0.440536562,0.309203326,0.286343817,0.345116239,0.387108578
73.25,28.25,187,634198.7049,0.26019487,0.199899405,0.149731351,,,,,,,,,,,-1.057184781,0.807059959,-0.438935773,0.341469236,0.075475294,-0.646318573,-0.733265768
73.5,28.25,195,644462.4452,0.237521356,0.114220278,0.091334808,,,,,,,,,,,-1.014267108,0.807059959,-0.432532617,0.367115775,-0.197274515,-1.935022293,-1.66534993
73.75,28.25,218,648641.5411,0.272200694,0.277270842,0.225328551,,,,,,,,,,,-0.971349436,0.807059959,-0.414123544,0.377558298,0.219898703,0.517428797,0.47336307
74,28.25,234,653975.3495,0.275250795,0.269089011,0.230740453,,,,,,,,,,,-0.928431763,0.807059959,-0.401317233,0.390886161,0.256589728,0.394365498,0.559744008
74.25,28.25,256,660435.9419,0.289169591,0.320182983,0.208523328,,,,,,,,,,,-0.88551409,0.807059959,-0.383708555,0.407029578,0.424025131,1.162872299,0.205130031
74.5,28.25,289,667990.6733,0.274737927,0.271545809,0.177602388,,,,,,,,,,,-0.842596418,0.807059959,-0.357295538,0.425906976,0.25042021,0.43131831,-0.288408062
74.75,28.25,291,676602.8711,0.241057584,0.135767411,0.156074066,,,,,,,,,,,-0.799678745,0.807059959,-0.355694749,0.44742672,-0.154735652,-1.610930867,-0.632027854
75,28.25,296,686232.6828,0.240227737,0.215444914,0.198257016,,,,,,,,,,,-0.756761072,0.807059959,-0.351692777,0.471489229,-0.164718252,-0.412497851,0.041266447
75.25,28.25,305,696837.9772,0.227669585,0.214737936,0.176407727,,,,,,,,,,,-0.7138434,0.807059959,-0.344489226,0.497989227,-0.315785861,-0.42313154,-0.307476392
75.5,28.25,315,708374.9273,0.235019712,0.220149946,0.196011323,,,,,,,,,,,-0.670925727,0.807059959,-0.336485282,0.526817201,-0.227367906,-0.341729247,0.00542229
75.75,28.25,303,720798.7522,0.245243701,0.245895215,0.202148938,,,,,,,,,,,-0.628008055,0.807059959,-0.346090015,0.557861255,-0.104378984,0.045506537,0.103386543
76,28.25,335,734064.4589,0.278284588,0.313686104,0.257807352,,,,,,,,,,,-0.585090382,0.807059959,-0.320477393,0.591008963,0.293084577,1.06515244,0.991766634
76.25,28.25,271,748127.2665,0.305666419,0.317906166,0.224741833,,,,,,,,,,,-0.542172709,0.807059959,-0.371702638,0.626148428,0.62247283,1.128626588,0.463998294
76.5,28.25,249,762943.1359,0.231664278,0.282597356,0.214052172,,,,,,,,,,,-0.499255037,0.807059959,-0.389311316,0.663169607,-0.267731918,0.597545141,0.293377514
76.75,28.25,237,778468.9821,0.233171369,0.286684009,0.224512668,,,,,,,,,,,-0.456337364,0.807059959,-0.39891605,0.701964842,-0.249602448,0.659012678,0.460340525
77,28.25,281,794663.2568,0.213967628,0.186585106,0.188152951,,,,,,,,,,,-0.413419691,0.807059959,-0.363698693,0.742430314,-0.480612811,-0.846579561,-0.120007465
77.25,28.25,197,811485.9487,0.239593721,0.185010334,0.125374846,,,,,,,,,,,-0.370502019,0.807059959,-0.430931828,0.784466045,-0.172345113,-0.87026578,-1.122027009
77.5,28.25,191,828898.7952,0.279554041,0.236536109,0.199762747,,,,,,,,,,,-0.327584346,0.807059959,-0.435734195,0.827976425,0.308355393,-0.09526421,0.065299856
77.75,28.25,196,846865.3355,0.268336379,0.205437121,0.170021441,,,,,,,,,,,-0.284666673,0.807059959,-0.431732223,0.872870349,0.173413135,-0.56302553,-0.409409756
78,28.25,192,865351.1229,0.257291783,0.264933867,0.17914039,,,,,,,,,,,-0.241749001,0.807059959,-0.4349338,0.919061743,0.040552766,0.331867784,-0.263859566
78.25,28.25,190,884323.6183,0.275402766,0.281217321,0.22095494,,,,,,,,,,,-0.198831328,0.807059959,-0.436534589,0.966469299,0.258417855,0.576787971,0.403554596
78.5,28.25,181,903752.1373,0.225851841,0.226986828,0.157606529,,,,,,,,,,,-0.155913655,0.807059959,-0.443738139,1.015016344,-0.337652314,-0.238895388,-0.607567768
78.75,28.25,188,923607.8508,0.266618437,0.245821798,0.213436548,,,,,,,,,,,-0.112995983,0.807059959,-0.438135378,1.064630843,0.152747245,0.044402269,0.283551361
79,28.25,175,943863.996,0.225978862,0.176710022,0.127261976,,,,,,,,,,,-0.07007831,0.807059959,-0.448540506,1.115245921,-0.336124322,-0.995111157,-1.09190598
79.25,28.25,164,964495.0292,0.230412911,0.258116453,0.198259299,,,,,,,,,,,-0.027160637,0.807059959,-0.457344845,1.166797751,-0.28278517,0.229326744,0.041302887
79.5,28.25,169,985477.7387,0.236638265,0.136925007,0.118511366,,,,,,,,,,,0.015757035,0.807059959,-0.453342873,1.219228333,-0.207897611,-1.593519412,-1.231577005
79.75,28.25,165,1006789.866,0.236759767,0.202293364,0.172492013,,,,,,,,,,,0.058674708,0.807059959,-0.456544451,1.272482048,-0.206436009,-0.610310924,-0.369976239
80,28.25,168,1028411.168,0.233732096,0.21411828,0.186173262,,,,,,,,,,,0.101592381,0.807059959,-0.454143267,1.326508314,-0.242857213,-0.432451815,-0.151605856
80.25,28.25,168,1041464.947,0.234109852,0.214825765,0.178094008,,,,,,,,,,,0.144510053,0.807059959,-0.454143267,1.359126467,-0.238313018,-0.4218105,-0.280561172
80.5,28.25,161,1021632.869,0.235196011,0.286923426,0.191734224,,,,,,,,,,,0.187427726,0.807059959,-0.459746029,1.309571028,-0.225247127,0.66261376,-0.062845728
80.75,28.25,149,1002178.648,0.22973312,0.266463682,0.178192197,,,,,,,,,,,0.230345399,0.807059959,-0.469350762,1.260959759,-0.290962679,0.354877803,-0.278993949
81,28.25,139,983124.8576,0.222554738,0.243211214,0.192130428,,,,,,,,,,,0.273263071,0.807059959,-0.477354707,1.213349067,-0.377314636,0.005136354,-0.056521801
81.25,28.25,174,964495.0292,0.198992346,0.156299089,0.168396793,,,,,,,,,,,0.316180744,0.807059959,-0.449340901,1.166797751,-0.660757155,-1.302112946,-0.435341234
88.5,28.25,4537,639049.25,0.220459951,0.218102492,0.206244763,,,,,,,,,,,1.560793251,0.807059959,3.042780129,0.353589544,-0.402513763,-0.372525098,0.168761194
92.75,28.25,4913,786362.4059,0.204345804,0.09429151,0.142115227,,,,,,,,,,,2.290393686,0.807059959,3.343728446,0.721688549,-0.596358022,-2.234771816,-0.854828932
93,28.25,4673,801434.7192,0.194809526,0.051966471,0.17606738,,,,,,,,,,,2.333311359,0.807059959,3.151633776,0.759350518,-0.711074162,-2.871384689,-0.31290877
93.25,28.25,2331,817174.03,0.190444282,0.105378488,0.244090928,,,,,,,,,,,2.376229031,0.807059959,1.27710995,0.798679148,-0.763585628,-2.068012066,0.772834812
93.5,28.25,3507,833542.5,0.177029227,0.118096684,0.235616996,,,,,,,,,,,2.419146704,0.807059959,2.218373835,0.839579891,-0.924961306,-1.87671709,0.637579925
93.75,28.25,2828,850503.8803,0.169525958,0.169628869,0.253192189,,,,,,,,,,,2.462064377,0.807059959,1.674905997,0.881962169,-1.015221474,-1.101619108,0.918102679
94,28.25,2363,868023.3531,0.162840862,0.086536799,0.176195756,,,,,,,,,,,2.504982049,0.807059959,1.302722573,0.925738983,-1.095639474,-2.351410783,-0.310859723
94.25,28.25,903,886067.8494,0.180463882,0.223488418,0.189799504,,,,,,,,,,,2.547899722,0.807059959,0.134146661,0.970827699,-0.883644309,-0.291515135,-0.093726355
94.5,28.25,1560,904605.8901,0.202174395,0.277581107,0.225770996,,,,,,,,,,,2.590817395,0.807059959,0.660005821,1.017149661,-0.622478869,0.522095507,0.480425063
94.75,28.25,612,923607.8508,0.251282087,0.240411138,0.166635247,,,,,,,,,,,2.633735067,0.807059959,-0.098768127,1.064630843,-0.031740547,-0.036979719,-0.463457781
95,28.25,422,943045.644,0.251311061,0.242193132,0.14029287,,,,,,,,,,,2.67665274,0.807059959,-0.250843075,1.113201062,-0.031392006,-0.010176665,-0.883916101
95.25,28.25,1445,962892.8782,0.228742202,0.260685257,0.180043676,,,,,,,,,,,2.719570412,0.807059959,0.567960458,1.162794373,-0.302882873,0.267964244,-0.249441956
95.5,28.25,1727,983124.8576,0.235406448,0.223431313,0.126291633,,,,,,,,,,,2.762488085,0.807059959,0.793671696,1.213349067,-0.222715687,-0.292374054,-1.107393906
95.75,28.25,445,1003718.052,0.248702201,0.202187431,0.087848662,,,,,,,,,,,2.805405758,0.807059959,-0.232434002,1.264806348,-0.062775146,-0.611904268,-1.720993318
96,28.25,3053,1024650.946,0.256898312,0.212063648,0.087525614,,,,,,,,,,,2.84832343,0.807059959,1.85499475,1.317112453,0.035819528,-0.46335563,-1.726149581
96.25,28.25,3739,1045902.977,0.30779023,0.144928453,0.209177209,,,,,,,,,,,2.891241103,0.807059959,2.40406535,1.370216002,0.6480211,-1.473139209,0.215566815
96.5,28.25,1563,1067455.279,0.454118611,0.122306691,0.189372173,,,,,,,,,,,2.934158776,0.807059959,0.662407005,1.424069854,2.408270436,-1.81339418,-0.100547109
96.75,28.25,3656,1089289.728,0.664845314,0.292412191,0.118204151,,,,,,,,,,,2.977076448,0.807059959,2.33763261,1.478628722,4.9431959,0.745170529,-1.236480552
97,28.25,2559,1111390,0.682726414,0.309659637,0.115386591,,,,,,,,,,,3.019994121,0.807059959,1.459599887,1.533851815,5.158295624,1.004590164,-1.281452445
72.25,28.5,116,615041.6802,0.295782464,0.328596747,0.278236786,,,,,,,,,,,-1.228855472,0.849201463,-0.495763779,0.293600587,0.503574329,1.289424113,1.317846756
72.5,28.5,126,624384.5759,0.270157611,0.300088285,0.285197482,,,,,,,,,,,-1.185937799,0.849201463,-0.487759835,0.316946164,0.195321547,0.860627015,1.428948444
72.75,28.5,153,634807.0368,0.276229778,0.285821213,0.251908275,,,,,,,,,,,-1.143020126,0.849201463,-0.466149184,0.342989307,0.268366351,0.646035323,0.897609755
73,28.5,176,646256.8099,0.246071994,0.26312938,0.238237689,,,,,,,,,,,-1.100102454,0.849201463,-0.447740112,0.371599447,-0.094415078,0.304726412,0.679409566
73.25,28.5,202,658680.2638,0.231217912,0.134140332,0.110558074,,,,,,,,,,,-1.057184781,0.849201463,-0.426929856,0.402642574,-0.273101454,-1.635403837,-1.358521805
73.5,28.5,208,672023.4495,0.264558244,0.187532281,0.119699968,,,,,,,,,,,-1.014267108,0.849201463,-0.422127489,0.435983883,0.127964265,-0.832333058,-1.212605383
73.75,28.5,188,676032.1657,0.262281388,0.191248467,0.138601569,,,,,,,,,,,-0.971349436,0.849201463,-0.438135378,0.446000669,0.100574949,-0.776437732,-0.910911447
74,28.5,218,681151.5025,0.26549351,0.298564933,0.17822528,,,,,,,,,,,-0.928431763,0.849201463,-0.414123544,0.458792621,0.139214997,0.837714207,-0.278465902
74.25,28.5,222,687356.7641,0.293960989,0.297797286,0.21820888,,,,,,,,,,,-0.88551409,0.849201463,-0.410921967,0.474298029,0.481662994,0.826167992,0.359723936
74.5,28.5,255,694618.75,0.287836815,0.294987239,0.209269435,,,,,,,,,,,-0.842596418,0.849201463,-0.384508949,0.492443929,0.407992574,0.783901945,0.217038861
74.75,28.5,256,702904.7623,0.273429587,0.272261875,0.217728861,,,,,,,,,,,-0.799678745,0.849201463,-0.383708555,0.513148617,0.234681605,0.442088692,0.352062214
75,28.5,260,712179.0291,0.288587267,0.312190735,0.239336243,,,,,,,,,,,-0.756761072,0.849201463,-0.380506977,0.536322707,0.417020096,1.042660526,0.696943905
75.25,28.5,264,722403.5,0.28827161,0.252918766,0.188827699,,,,,,,,,,,-0.7138434,0.849201463,-0.377305399,0.561871121,0.413222917,0.151148093,-0.109237617
75.5,28.5,262,733538.4285,0.250919836,0.255630399,0.190875811,,,,,,,,,,,-0.670925727,0.849201463,-0.378906188,0.589694543,-0.036098226,0.191933891,-0.076547107
75.75,28.5,258,745543.0613,0.240409682,0.231066389,0.155944253,,,,,,,,,,,-0.628008055,0.849201463,-0.382107766,0.61969114,-0.162529554,-0.177534522,-0.634099837
76,28.5,259,758376.0622,0.250250661,0.320509125,0.269662323,,,,,,,,,,,-0.585090382,0.849201463,-0.381307372,0.651757624,-0.04414803,1.167777815,1.180987265
76.25,28.5,230,771996.1478,0.286378569,0.257587581,0.209307407,,,,,,,,,,,-0.542172709,0.849201463,-0.404518811,0.685790836,0.390450683,0.221371956,0.217644943
76.5,28.5,216,786362.4059,0.230867939,0.195325762,0.199568773,,,,,,,,,,,-0.499255037,0.849201463,-0.415724333,0.721688549,-0.277311435,-0.715110949,0.062203781
76.75,28.5,220,801434.7192,0.24179925,0.226940976,0.200255301,,,,,,,,,,,-0.456337364,0.849201463,-0.412522756,0.759350518,-0.145813821,-0.23958505,0.073161654
77,28.5,218,817174.03,0.243420075,0.255854189,0.192999625,,,,,,,,,,,-0.413419691,0.849201463,-0.414123544,0.798679148,-0.126316194,0.195299927,-0.042648296
77.25,28.5,241,833542.5,0.239415761,0.184235383,0.150570513,,,,,,,,,,,-0.370502019,0.849201463,-0.395714472,0.839579891,-0.174485873,-0.881921854,-0.71987166
77.5,28.5,195,850503.8803,0.255814492,0.220141191,0.163732151,,,,,,,,,,,-0.327584346,0.849201463,-0.432532617,0.881962169,0.022781774,-0.341860931,-0.509794938
77.75,28.5,207,868023.3531,0.260273989,0.210036242,0.170020804,,,,,,,,,,,-0.284666673,0.849201463,-0.422927884,0.925738983,0.076427051,-0.493849938,-0.409419923
78,28.5,206,886067.8494,0.251824269,0.248859177,0.157814818,,,,,,,,,,,-0.241749001,0.849201463,-0.423728278,0.970827699,-0.025218398,0.090087627,-0.604243206
78.25,28.5,190,904605.8901,0.244441761,0.265368676,0.160189785,,,,,,,,,,,-0.198831328,0.849201463,-0.436534589,1.017149661,-0.114025878,0.338407767,-0.566335669
78.5,28.5,195,923607.8508,0.22978202,0.242725191,0.177543428,,,,,,,,,,,-0.155913655,0.849201463,-0.432532617,1.064630843,-0.290374439,-0.002173941,-0.289349139
78.75,28.5,190,943045.644,0.231419075,0.16521349,0.126278643,,,,,,,,,,,-0.112995983,0.849201463,-0.436534589,1.113201062,-0.270681574,-1.168031028,-1.107601243
79,28.5,183,962892.8782,0.220966146,0.119263342,0.074200992,,,,,,,,,,,-0.07007831,0.849201463,-0.442137351,1.162794373,-0.396424518,-1.859169333,-1.938827737
79.25,28.5,169,983124.8576,0.218256182,0.194994351,0.099406666,,,,,,,,,,,-0.027160637,0.849201463,-0.453342873,1.213349067,-0.429023883,-0.720095717,-1.536512663
79.5,28.5,177,1003718.052,0.266484521,0.19009318,0.134102696,,,,,,,,,,,0.015757035,0.849201463,-0.446939717,1.264806348,0.15113631,-0.793814457,-0.982719264
79.75,28.5,180,1024650.946,0.229184789,0.161779173,0.12698518,,,,,,,,,,,0.058674708,0.849201463,-0.444538534,1.317112453,-0.297558797,-1.219686749,-1.096324001
80,28.5,196,1045902.977,0.240449677,0.201819999,0.149813884,,,,,,,,,,,0.101592381,0.849201463,-0.431732223,1.370216002,-0.162048436,-0.617430829,-0.731948435
80.25,28.5,194,1060926.376,0.212608124,0.181377286,0.174488783,,,,,,,,,,,0.144510053,0.849201463,-0.433333012,1.407755747,-0.496966891,-0.924910623,-0.338105214
80.5,28.5,163,1041464.947,0.230440986,0.269461111,0.17753318,,,,,,,,,,,0.187427726,0.849201463,-0.45814524,1.359126467,-0.282447443,0.399962271,-0.289512711
80.75,28.5,175,1022388.157,0.230596193,0.277576164,0.193026513,,,,,,,,,,,0.230345399,0.849201463,-0.448540506,1.311458305,-0.280580389,0.522021159,-0.042219128
81,28.5,145,1003718.052,0.222810439,0.267752482,0.205219383,,,,,,,,,,,0.273263071,0.849201463,-0.47255234,1.264806348,-0.374238695,0.374262703,0.152394806
93.25,28.5,4133,840000.6017,0.206897766,0.107423389,0.254551161,,,,,,,,,,,2.376229031,0.849201463,2.719420767,0.855717084,-0.565659333,-2.037254615,0.939793625
93.5,28.5,3228,855932.6561,0.1986065,0.079899743,0.185890241,,,,,,,,,,,2.419146704,0.849201463,1.995063781,0.895527332,-0.665398669,-2.45123905,-0.156123236
93.75,28.5,3375,872458.8398,0.192779951,0.083815098,0.18061657,,,,,,,,,,,2.462064377,0.849201463,2.112721767,0.936822163,-0.735488824,-2.392348014,-0.240297828
94,28.5,2832,889546.0307,0.191242018,0.171517898,0.200912043,,,,,,,,,,,2.504982049,0.849201463,1.678107575,0.979518811,-0.753989306,-1.073206135,0.083644103
94.25,28.5,2595,907162.4848,0.209494899,0.298955681,0.218165048,,,,,,,,,,,2.547899722,0.849201463,1.488414088,1.023537956,-0.534417262,0.843591465,0.359024321
94.5,28.5,1459,925278.0476,0.232670818,0.295726127,0.220758629,,,,,,,,,,,2.590817395,0.849201463,0.579165981,1.06880425,-0.2556238,0.795015594,0.400421219
94.75,28.5,2314,943863.996,0.232584302,0.280411019,0.220882311,,,,,,,,,,,2.633735067,0.849201463,1.263503244,1.115245921,-0.256664539,0.564660345,0.402395344
95,28.5,1321,962892.8782,0.208197087,0.244835434,0.214101661,,,,,,,,,,,2.67665274,0.849201463,0.468711545,1.162794373,-0.550029221,0.029566322,0.294167422
95.25,28.5,1237,982339.2567,0.217597311,0.212513655,0.157048093,,,,,,,,,,,2.719570412,0.849201463,0.401478411,1.211386046,-0.436949736,-0.456587054,-0.616481126
95.5,28.5,1926,1002178.648,0.227168632,0.206486774,0.153845423,,,,,,,,,,,2.762488085,0.849201463,0.952950194,1.260959759,-0.321812048,-0.54723765,-0.667599871
95.75,28.5,1685,1022388.157,0.297925396,0.133252324,0.242171708,,,,,,,,,,,2.805405758,0.849201463,0.760055129,1.311458305,0.529352613,-1.648760407,0.742201585
96,28.5,3994,1042946.375,0.321577241,0.149144358,0.225536185,,,,,,,,,,,2.84832343,0.849201463,2.608165937,1.362828188,0.813871202,-1.409727587,0.476677177
96.25,28.5,3046,1063833.057,0.327144507,0.169589041,0.228395078,,,,,,,,,,,2.891241103,0.849201463,1.849391989,1.415018821,0.880842327,-1.102218162,0.522308797
96.5,28.5,4156,1085029.125,0.461103573,0.120753755,0.190433373,,,,,,,,,,,2.934158776,0.849201463,2.73782984,1.467982533,2.492295658,-1.836751962,-0.083608988
96.75,28.5,3545,1106516.985,0.674547339,0.287417885,0.132050256,,,,,,,,,,,2.977076448,0.849201463,2.248788825,1.52167536,5.059905885,0.670050941,-1.015478854
72.25,28.75,131,641460.7438,0.280125428,0.261049252,0.240188575,,,,,,,,,,,-1.228855472,0.891342967,-0.483757863,0.359615268,0.315228862,0.27343911,0.710548224
72.5,28.75,133,650424.2998,0.271498259,0.243517738,0.231421826,,,,,,,,,,,-1.185937799,0.891342967,-0.482157074,0.38201297,0.2114488,0.009746795,0.5706196
72.75,28.75,142,660435.9419,0.269234372,0.226223549,0.220874801,,,,,,,,,,,-1.143020126,0.891342967,-0.474953523,0.407029578,0.184215494,-0.250375903,0.402275474
73,28.75,153,671448.8224,0.269648608,0.260361313,0.220305574,,,,,,,,,,,-1.100102454,0.891342967,-0.466149184,0.434548032,0.189198523,0.263091788,0.393189877
73.25,28.75,192,683414.5038,0.238245741,0.215288353,0.139019902,,,,,,,,,,,-1.057184781,0.891342967,-0.4349338,0.464447299,-0.188560565,-0.414852693,-0.904234313
73.5,28.75,197,696283.8593,0.246031903,0.144003354,0.108379986,,,,,,,,,,,-1.014267108,0.891342967,-0.430931828,0.496604624,-0.094897351,-1.487053666,-1.3932869
73.75,28.75,198,703453.6866,0.259780301,0.186001981,0.111270682,,,,,,,,,,,-0.971349436,0.891342967,-0.430131434,0.514520242,0.070488258,-0.855350371,-1.347147662
74,28.75,199,708374.9273,0.263785076,0.286854965,0.176178016,,,,,,,,,,,-0.928431763,0.891342967,-0.429331039,0.526817201,0.118663482,0.661584035,-0.311142876
74.25,28.75,212,714343.7243,0.284441029,0.319743223,0.211870459,,,,,,,,,,,-0.88551409,0.891342967,-0.418925911,0.541731743,0.367143151,1.156257848,0.25855456
74.5,28.75,228,721334.0568,0.283786102,0.307749873,0.208508278,,,,,,,,,,,-0.842596418,0.891342967,-0.4061196,0.559198848,0.359264742,0.975865315,0.204889814
74.75,28.75,225,729316.6185,0.292695137,0.305509026,0.245870162,,,,,,,,,,,-0.799678745,0.891342967,-0.408520783,0.579145288,0.466435496,0.942160631,0.801233682
75,28.75,216,738259.1354,0.299984105,0.331420857,0.256635979,,,,,,,,,,,-0.756761072,0.891342967,-0.415724333,0.601490418,0.554117742,1.331901682,0.97307001
75.25,28.75,230,748127.2665,0.284991512,0.284086999,0.204911896,,,,,,,,,,,-0.7138434,0.891342967,-0.404518811,0.626148428,0.373765156,0.61995093,0.147486917
75.5,28.75,229,758884.8691,0.295185529,0.33129771,0.223966769,,,,,,,,,,,-0.670925727,0.891342967,-0.405319205,0.653029006,0.496393532,1.330049422,0.451627273
